Entity,Match,Matched Entity,Score
a global aphasia,True,Aphasia,0.9619218
an anterior aphasia picture,True,Aphasia,0.949021
embolic etiology,True,Cerebral embolism,0.93945897
infarct,True,Cerebral ischemia,0.9112104
hemodynamically significant lesions bilaterally,True,"Left leg artery stenosis, unspecified symptoms",0.88461137
emboli,True,Cerebral embolism,0.950837
striking left ventricle akinesis,True,Left ventricular mural thrombus,0.9281592
hypokinesis,True,Hypotonia,0.92349327
past MI,True,Acute MI,0.87849534
the stroke,True,Terminal illness,0.88812506
the severe akinesis of the left ventricle,True,Hypertrophy of left infrapatellar fat pad,0.912293
future strokes,True,Heat stroke,0.89682776
his bipolar disorder,True,"Bipolar 2 disorder, depressed episode in full remission",0.94455576
a right-sided facial droop,True,Dysfunction of right hand,0.8928269
mild dysarthria,True,Dysarthria,0.98017883
mild anterior aphasia,True,Conductive aphasia,0.96599704
further ischemia,True,Demand ischemia,0.94524914
his gait difficulties,True,Gait abnormality,0.92561656
his previous strokes,True,"Traumatic right arm amputation, between shoulder and elbow",0.8644194
Residual deficits,True,Cognitive deficit in communication skills,0.89593685
right side facial droop,True,Right upper eyelid retraction,0.9171722
previous stroke,True,Late effect of stroke,0.85716796
moderately severe dysarthria,True,Dysarthria,0.9641486
anterior aphasia,True,Expressive aphasia,0.97089505
word finding difficulties,True,Language problem,0.9039083
Infarction of left middle cerebral artery inferior division,True,Right middle cerebral artery occlusion,0.93905735
residual dysarthria,True,Dysarthria,0.96889126
motor deficits,True,Spasticity,0.9211649
problems with speech,True,Speech disturbance,0.8981913
LEFT UPPER LOBE LARGE CELL CARCINOMA OF THE LUNG,True,"Large cell carcinoma right lung, unspecified part",0.97011846
mixed adenocarcinoma,True,"Adenocarcinoma in adenomatous polyp, unspecified site",0.96795523
large cell carcinoma of the left upper lobe,True,"Small cell carcinoma, right main bronchus",0.9647202
lung carcinoma,True,"Adenocarcinoma lung, unspecified site",0.9512048
an unresectable mediastinal tumor,True,"Mediastinal cancer, unspecified part",0.9213098
anthracosis,True,Anthracosis,1.0000001
a poorly differentiated adenocarcinoma,True,"Adenocarcinoma carcinomatosis, unspecified site",0.95458746
focal giant cells,True,Discoid kidney,0.8992591
decreased breath sounds at the right base,True,Stiffness of right hand joint,0.89681756
a I / VI systolic ejection murmur,True,AV junctional bradycardia,0.8982036
a resting tremor in the right arm and hand,True,Tremor due to orthostatic hypotension,0.9351966
mild nausea,True,Vomiting,0.9255701
mild increase,True,Acute MI,0.9233921
her hypertension,True,Hypertensive crisis,0.9399599
some modest anemia,True,Simple chronic anemia,0.9102541
unanticipated side effects,True,Adverse effect of unspecified anticonvulsant,0.86254215
diabetes type I,True,Type 2 MI,0.9133505
gastroparesis,True,Gastroparesis,0.9999999
continued nause,True,Persistent miosis,0.91637254
progressive respiratory failure,True,Acute respiratory failure,0.96182334
inspiratory stridor,True,Dyspnea,0.9237777
soft tissue swelling,True,Soft tissue swelling,1.0000002
Type I diabetes,True,Type 2 MI,0.9420545
Hashimoto 's thyroiditis,True,Hashimoto thyroiditis,0.9775084
Gastroparesis,True,Gastroparesis,0.9999999
bulemia,True,Anosmia,0.9349992
diabetic foot ulcer,True,Hx of diabetic foot ulcer,0.927351
not responsive,True,Slowness and poor responsiveness,0.898777
Anicteric sclera bilat,True,Bilat scleral disorder,0.94126904
Pupils minimally reactive,True,Bilat corneal deposits,0.89724135
elevated JVP,True,Hx of DVT,0.93315274
Nondistended,True,Noncompliant bladder,0.8651943
hepatosplenomegally,True,Hepatosplenomegaly,0.94915104
Mildly hypoactive bowelsounds,True,Hyperactive bowel sounds,0.948433
edema bilaterally,True,Peripheral edema,0.9343347
Pulses diminished,True,Electrical injury,0.86968714
Increased soft tissues within the pharynx,True,Pharynx injury,0.9287021
secretions above the ETT balloon,True,Bilat tmj derangement,0.9092834
retropharyngeal fluid,True,Retropharyngeal abscess,0.9722296
Dependent atelectasis,True,Atelectasis,0.9314759
Bilateral lower lobe consolidations,True,Lobar pneumonia,0.9290579
small pleural effusion,True,Pleural effusion,0.9830297
diffuse ground-glass opacity in bilateral upper and lower lobes,True,Diffuse crescentic glomerulonephritis,0.92705333
Ground-glass opacity,True,Right asteroid hyalosis,0.9081236
superimposed infection,True,Coccyx disorder,0.8938787
Hypoxic Rspiratory Failure,True,Acute on chronic hypoxemic respiratory failure,0.92593765
perihilar and bibasilar opacities,True,Accessory bilat tarsal bones,0.86999947
a pneumonia,True,Acute MI,0.92321146
gram-positive cocci in her sputum,True,Gonococcal infection of anus and rectum,0.90937686
her MRSA pneumonia,True,MRSA pneumonia,0.92778313
the soft tissue swelling,True,Soft tissue swelling,0.9619454
increased soft tissues within the pharynx,True,Pharynx injury,0.9287021
this swelling,True,Tetany,0.92143136
displaced,True,Canities,0.8759001
stridor,True,Stridor,0.9999999
Enterobacter bacteremia,True,Bacteremia,0.9409469
gram negative rods,True,Gram negative pneumonia,0.9645964
enterobacter cloacae,True,Campylobacter enteritis,0.92953223
her bacteremia,True,MRSA bacteremia,0.9542644
positive cultures,True,Positive culture finding,0.95934224
an abscess,True,Abscess,0.959491
a cecal cystic lesion,True,Enterogenous cyst,0.92860734
Diabetes type I,True,Type 2 MI,0.9133505
persistently borderline hypoglycemic,True,Neonatal transient hypoparathyroidism,0.91280556
ketosis,True,Ketosis,0.99999994
nauseated,True,Vomiting,0.94660616
long-standing type I diabetes,True,DM 2 w peripheral vascular disease,0.89257824
a bad reaction,True,Left itchy eye,0.8739189
Her nausea,True,Vomiting,0.9103053
bowel obstruction,True,Bowel obstruction,0.9999999
non-specific bowel gas patterns,True,Fecal impaction in rectum,0.91776496
an early obstruction,True,Obstructive shock,0.9229468
early obstruction,True,Obstructive shock,0.942225
celiac disease,True,Celiac disease,1.0
Transaminitis,True,Elevated transaminase,0.9389732
elevated LFTs,True,Elevated LDH,0.9825038
any acute pathology,True,Acute lower respiratory infection,0.89664924
a line infection,True,IUD insertion,0.89249
sedation,True,Drowsiness,0.8878917
your abdominal symptoms,True,Upper abdominal pain,0.9353346
BACK PIAN,True,Black piedra,0.90133864
severe pain,True,Generalized pain,0.9425056
severe or significantly worsening symptoms,True,Chronic abdominal pain w acute exacerbation,0.86652005
Disconnected pigtail catheter,True,Vascular catheter infection,0.93254423
tracheobronchomalacia,True,Tracheobronchitis,0.94587344
PMR,True,Melena,0.9185226
recurrent pneumonias,True,Recurrent pneumonia,0.9801419
poorly,True,Confusion,0.9407954
pleuritic chest pain,True,Pleuritic chest pain,0.9999997
cardiac history,True,Heart murmur,0.9127058
Tracheobronchomalacia,True,Tracheobronchitis,0.94587344
Recent UTI,True,Bacterial UTI,0.91804343
MRSA pna,True,MRSA carrier,0.9609076
resp arrest,True,Presence of iud,0.8723012
"nt,nd",False,AV dissociation,0.8145117
1+ edema blt,True,Laceration of heart wo hemopericardium,0.916317
w/PAC 's,True,DM 2 w bilat proliferative retinopathy,0.9079554
TWI in V1-6,True,Abnl involuntary movements,0.920088
the right pleural effusion,True,Secondary pleural effusion,0.9688229
A small left pleural effusion,True,Loculated pleural effusion,0.9488002
Congestive heart failure,True,"Systolic heart failure, unspecified acuity",0.9489632
a focal LV wall motion abnormality,True,Left ventricular mural thrombus,0.90454096
Focal calcifications in aortic root,True,Calcification of multiple muscles due to burns,0.954155
AR,True,Melena,0.9240809
Mild ( 1+ ) MR,True,AV dissociation,0.8719685
Mild PA systolic hypertension,True,Mitral valve stenosis w regurgitation,0.9067255
a focal wall motion abnormality,True,Left ventricular mural thrombus,0.89252436
Mild ( 1+ ) mitral regurgitation,True,Mitral valve stenosis w regurgitation,0.9003954
mild pulmonary artery systolic hypertension,True,Right ventricular systolic dysfunction,0.92714554
Mild mitral regurgitation,True,Mitral valve regurgitation,0.9751121
a low risk,True,Low fall risk,0.91088927
Pleural effusion,True,Pleural effusion,1.0000002
the pleural effusions,True,Pleural effusion,0.9635322
focal wall motion abnormality,True,Left pupil function abnormality,0.8708649
high levels,True,Elevated CEA,0.92646813
Diarrhea,True,Diarrhea,1.0000002
PAF,True,Croup,0.91828585
Rash,True,Rash,0.9999999
a diffuse erythematous rash,True,Erythema dyschromicum perstans,0.9315401
an ID reaction,True,Id reaction,0.92633885
a recent fungal infection,True,Fungal pneumonia,0.9289403
a drug reaction,True,Drug induced fever,0.90843165
tracheobronchomalecia,True,Tracheobronchitis,0.9592959
deconditioned,True,Deconditioning,0.9776397
cp,True,Croup,0.949294
any other concerning sx,True,Fhx of other condition,0.896778
a decreased range of motion,True,Instability of joint,0.87821984
infertility,True,Infertility counseling,0.97309333
cervical shortening,True,Cervical shortening in pregnancy,0.94433475
pregnancy induced hypertension,True,Labile hypertension,0.9332946
pre-eclampsia,True,Severe preeclampsia,0.96282035
labor or maternal fever,True,Pregnancy termination W sepsis,0.9098443
non- dysmorphic facies,True,Dysmorphic face,0.9184889
moderate nasal flaring,True,Excessive masturbation,0.9116098
Tone decreased slightly,True,Contracted bladder,0.88246626
increasing respiratory distress,True,Respiratory distress,0.9477725
heart murmur,True,Heart murmur,1.0000002
problems,True,Worries,0.9571894
Respiratory distress syndrome,True,Acute adult respiratory distress syndrome,0.95537347
Perinatal sepsis,True,Neonatal infection,0.9566044
ABDOMINAL PAIN,True,Abdominal pain,0.9999998
PARTIAL SMALL BOWEL OBSTRUCTION,True,Partial small bowel obstruction,1.0000002
a recurrence,True,Recurrent bacterial infection,0.9054785
recurrent metastasis,True,Cancer metastatic to abdominal organ,0.92533016
anterior midepigastric abdominal pain,True,Periumbilic rebound abdominal tenderness,0.9337799
decreased output from the ostomy,True,Hx of ileostomy (reversed),0.9306884
tympanic,True,Bilat hemotympanum,0.9379943
midepigastric tenderness,True,Epigastric tenderness,0.92296135
multiple dilated loops of small bowel,True,Complete small bowel obstruction,0.938599
partial small bowel obstruction,True,Partial small bowel obstruction,1.0000002
some minimal back pain,True,Upper back pain,0.93741965
fever spikes,True,Acute MI,0.9259101
Chest Pain,True,Chest pain,0.99999976
substernal chest pain,True,Sternal chest pain,0.93458754
his prior MI,True,Adult child of alcoholic,0.8779179
the patients pain,True,Pain crisis,0.8814826
vomitting,True,Vomiting,0.9908104
changes in vision /hearing,True,Binocular vision suppression,0.9003929
Lung cancer,True,Liver cancer,0.9172291
Non-small cell lung cancer stage IIIA,True,"Small cell carcinoma lung, unspecified site",0.94596046
inferior STEMI,True,Right bunion,0.87787604
paroxismal afib,True,AV paroxysmal tachycardia,0.92025733
Left LE DVT,True,Left TMJ disorder,0.9389949
poor excursion,True,Acquired left ankle pronation,0.87605727
poor breath sounds,True,Breath holding spell,0.925997
s/nt/nd,False,"Extranodal NK/T-cell lymphoma, nasal type",0.81561065
R leg swollen,True,Penis boil,0.90096223
Increased right pleural effusion,True,Secondary pleural effusion,0.97499233
partial collapse of the right upper lung,True,"Lung cancer, right upper lobe",0.9026712
old TWI III,True,Bilat tmj disorder w meniscus displacement,0.90219784
old J pointing V,True,Fhx of Down syndrome,0.880422
pericardial fluid,True,Pericardial effusion,0.9650097
"definite axillary , mediastinal , or hilar lymphadenopathy",True,"Female breast cancer, left axillary tail",0.9282762
a moderate - to large - sized right pleural effusion,True,"Mixed mullerian cancer, endometrium",0.86182976
high-attenuation fluid,False,Right multiple evanescent white dot syndrome,0.8466517
Patchy consolidation of the right lung,True,Subcutaneous nodule of left lower leg,0.9185512
Hazy patchy opacities,True,Atypical pigmented lesion,0.90761137
frank consolidation,True,Terminal illness,0.9023198
colonic diverticulosis,True,Diverticulosis of colon w hemorrhage,0.97082794
free fluid,True,Fluid volume disorder,0.91163766
mesenteric or retroperitoneal lymphadenopathy,True,"Retroperitoneal and peritoneal cancer, overlapping sites",0.9335418
pelvic or inguinal lymphadenopathy,True,Inguinal mass,0.93957424
A lytic area,True,Jessners lymphocytic infiltrate,0.9058166
Several subacute or chronic rib fractures,True,Subacute osteomyelitis of left foot,0.9152443
acute intra-abdominal abnormalities,True,Intraabdominal organ injury,0.92532796
New moderate and fixed inferior myocardial wall perfusion defect,True,Subendocardial ischemia,0.90828335
Mild inferior wall hypokinesis,True,Left inferior oblique muscle dysfunction,0.9194931
Ischemia,True,Demand ischemia,0.9680433
his anginal equivalent,True,Stable angina,0.93630165
changes,True,Confusion,0.9192727
an irreversible deficit,True,Irreversible pulpitis,0.89793503
his prior known IMI,True,Abnl finding on EKG,0.8636274
unstable,True,Agitation,0.9455852
hemothorax,True,Hemothorax,0.99999994
volume overloaded,True,Body fluid retention,0.88308185
edema in legs,True,Peripheral edema,0.94960296
increased effusion,True,Effusion of joint,0.93144715
Shortness of Breath,True,Dyspnea,0.8918961
loculated Effusion,True,Loculated pleural effusion,0.9440545
increaing loculated pleural effusion,True,Left lower hordeolum externum,0.9167744
chronic shortness of breath,True,Dyspnea,0.8950076
infeciton,True,Kommerells diverticulum,0.9125643
serous exudative fluid,True,Bacterial pleural effusion,0.9210137
afib,True,IUD surveillance,0.9152714
Frank blood,True,Fhx of blood disorder,0.9259963
reaccumulation,True,Exposure to soil pollution,0.8606844
clots,True,Blood transfusion reaction,0.8796452
Lung Cancer,True,Liver cancer,0.9172291
Angina,True,Stable angina,0.9700454
Pleural Effusion,True,Pleural effusion,1.0000002
Non small cell lung cancer,True,Hx of non small cell lung cancer,0.9488473
other concerning symptoms,True,Pain disorder w psychological factors,0.907593
aneuric,True,Peripheral artery aneurysm,0.8989526
hyperthermic,True,Hypothermia,0.9378811
progressively more confused,True,Declines treatment,0.8647519
a seizure,True,Tetany,0.9046561
a contusion over the right eye,True,Right eyeball contusion,0.9452756
